order_id,customer_id,product_id,order_date,promised_delivery_date,actual_delivery_date,order_status,order_quantity,fulfilled_quantity,delay_days
1440,2150,3276,1/17/2021,8/5/2021,10/5/2021,Delivered,297,127,16
1618,2074,3472,9/27/2021,8/10/2021,1/17/2021,Delivered,268,417,17
1884,2495,3117,8/21/2021,9/20/2021,9/24/2021,In-Transit,43,393,8
1276,2806,3228,12/14/2021,4/13/2021,10/1/2021,Pending,436,340,16
1544,2945,3449,3/23/2021,7/28/2021,12/7/2021,Pending,28,405,20
1373,2466,3360,2/2/2021,10/29/2021,8/1/2021,Pending,337,104,-3
1863,2967,3028,9/14/2021,4/9/2021,2/12/2021,Canceled,135,327,5
1646,2166,3209,6/22/2021,3/11/2021,2/3/2021,Canceled,94,416,18
1378,2043,3050,10/23/2021,5/24/2021,10/28/2021,Pending,413,9,13
1367,2408,3328,4/22/2021,6/9/2021,11/14/2021,Delivered,32,47,0
1229,2336,3036,4/7/2021,6/25/2021,6/5/2021,In-Transit,30,257,-3
1981,2539,3090,6/9/2021,9/15/2021,9/26/2021,Delivered,357,286,1
1246,2470,3476,10/24/2021,10/30/2021,10/14/2021,Pending,231,165,3
1046,2846,3296,8/25/2021,11/25/2021,8/28/2021,Canceled,277,252,4
1733,2353,3065,9/26/2021,11/23/2021,3/14/2021,Canceled,343,231,1
1849,2057,3266,12/13/2021,7/25/2021,5/9/2021,In-Transit,151,99,2
1564,2353,3082,11/30/2021,5/31/2021,2/17/2021,Delivered,204,358,-1
1809,2075,3309,8/19/2021,12/22/2021,7/25/2021,In-Transit,423,433,1
1869,2682,3448,2/15/2021,8/2/2021,2/11/2021,In-Transit,413,39,14
1908,2745,3351,9/2/2021,2/2/2021,6/16/2021,Delivered,359,327,9
1512,2496,3372,9/18/2021,1/17/2021,4/27/2021,Canceled,309,399,16
1787,2376,3499,9/25/2021,2/17/2021,12/18/2021,In-Transit,395,284,16
1913,2804,3436,5/9/2021,7/17/2021,12/10/2021,Delivered,475,61,20
1678,2704,3007,8/11/2021,11/1/2021,7/26/2021,Canceled,154,345,5
1859,2296,3099,6/18/2021,4/18/2021,12/6/2021,Canceled,373,165,18
1810,2978,3142,5/18/2021,5/10/2021,11/21/2021,Delivered,375,400,5
1195,2092,3244,8/6/2021,11/13/2021,7/13/2021,Canceled,397,46,3
1384,2657,3160,11/15/2021,1/31/2021,6/10/2021,Canceled,215,23,12
1554,2462,3454,2/23/2021,9/11/2021,10/21/2021,In-Transit,474,440,18
1105,2428,3357,11/15/2021,12/13/2021,7/12/2021,In-Transit,343,347,-4
1433,2349,3296,9/17/2021,10/27/2021,1/29/2021,In-Transit,384,149,-5
1776,2191,3167,6/6/2021,2/2/2021,1/11/2021,In-Transit,171,492,10
1084,2730,3421,4/26/2021,5/27/2021,9/5/2021,Delivered,348,444,3
1364,2830,3146,3/15/2021,5/3/2021,12/30/2021,Delivered,314,173,-1
1726,2540,3119,9/23/2021,3/16/2021,3/2/2021,Delivered,458,443,19
1309,2952,3406,4/6/2021,12/24/2021,5/7/2021,Canceled,291,413,-4
1171,2741,3110,3/16/2021,12/21/2021,4/8/2021,Pending,154,234,16
1801,2873,3381,2/22/2021,12/13/2021,3/12/2021,Delivered,317,220,15
1870,2091,3489,8/2/2021,9/12/2021,11/11/2021,In-Transit,108,33,14
1086,2441,3053,12/17/2021,4/17/2021,11/2/2021,Delivered,273,103,1
1536,2828,3183,7/13/2021,10/16/2021,10/11/2021,Canceled,128,325,0
1828,2412,3491,3/13/2021,1/13/2021,4/20/2021,Pending,419,42,14
1909,2946,3361,10/6/2021,7/1/2021,11/1/2021,Delivered,228,391,11
1758,2127,3488,6/2/2021,11/20/2021,7/21/2021,Canceled,277,145,15
1757,2327,3011,1/20/2021,8/4/2021,10/4/2021,Pending,451,47,9
1694,2224,3373,10/23/2021,9/16/2021,10/7/2021,Delivered,38,226,8
1859,2537,3013,12/2/2021,8/9/2021,10/20/2021,Canceled,489,469,-4
1523,2057,3043,6/10/2021,7/7/2021,5/9/2021,Canceled,364,111,-3
1427,2125,3060,4/29/2021,5/29/2021,3/4/2021,Delivered,497,237,16
1543,2662,3083,9/17/2021,2/20/2021,6/15/2021,Pending,21,297,-1
1122,2944,3081,10/19/2021,1/31/2021,10/11/2021,Delivered,371,262,13
1548,2944,3490,8/12/2021,12/8/2021,7/7/2021,Canceled,450,404,12
1162,2749,3231,7/28/2021,7/15/2021,5/16/2021,Pending,490,424,8
1181,2154,3320,7/1/2021,1/14/2021,2/26/2021,Delivered,171,252,10
1050,2153,3384,4/18/2021,6/8/2021,2/23/2021,Canceled,115,326,13
1886,2434,3268,7/24/2021,2/26/2021,4/22/2021,Delivered,477,45,0
1280,2642,3433,1/31/2021,8/12/2021,1/1/2021,Delivered,68,43,-2
1246,2836,3048,10/12/2021,11/28/2021,1/26/2021,In-Transit,137,327,9
1159,2407,3186,5/1/2021,11/29/2021,4/9/2021,Canceled,170,379,2
1005,2617,3267,11/1/2021,10/7/2021,1/6/2021,Canceled,340,58,13
1514,2404,3133,4/12/2021,12/5/2021,10/19/2021,Pending,81,463,14
1778,2119,3428,2/4/2021,2/17/2021,12/14/2021,Canceled,170,278,19
1550,2624,3074,10/17/2021,12/24/2021,6/8/2021,Canceled,362,387,-4
1150,2182,3085,8/20/2021,1/21/2021,7/31/2021,Delivered,54,431,2
1706,2734,3342,1/2/2021,2/15/2021,8/29/2021,In-Transit,291,422,10
1342,2016,3255,11/16/2021,8/17/2021,6/3/2021,Pending,373,443,15
1984,2545,3090,6/22/2021,6/6/2021,10/29/2021,Canceled,114,298,18
1535,2602,3258,5/14/2021,6/27/2021,12/24/2021,In-Transit,490,353,2
1581,2904,3083,11/19/2021,12/8/2021,1/8/2021,Canceled,10,417,10
1222,2386,3488,2/2/2021,9/22/2021,8/26/2021,Canceled,397,346,15
1736,2390,3317,5/19/2021,8/9/2021,12/5/2021,Canceled,18,355,2
1522,2944,3077,10/7/2021,3/5/2021,7/11/2021,In-Transit,312,444,9
1223,2577,3259,9/15/2021,1/31/2021,6/25/2021,Canceled,315,431,-2
1093,2641,3128,8/7/2021,4/21/2021,12/14/2021,Canceled,178,48,19
1177,2757,3421,7/19/2021,10/6/2021,10/18/2021,Pending,220,104,2
1797,2530,3019,3/19/2021,8/27/2021,7/20/2021,Pending,47,316,2
1038,2436,3412,11/5/2021,12/22/2021,10/5/2021,In-Transit,354,499,7
1099,2515,3489,11/21/2021,6/6/2021,2/21/2021,In-Transit,192,478,8
1440,2048,3435,8/12/2021,12/6/2021,8/31/2021,Pending,224,45,16
1272,2476,3410,6/1/2021,4/23/2021,5/9/2021,In-Transit,106,125,17
1070,2564,3119,6/1/2021,2/15/2021,11/3/2021,Pending,286,444,3
1964,2712,3293,11/8/2021,10/9/2021,1/16/2021,Pending,284,202,15
1939,2338,3304,7/12/2021,10/19/2021,8/31/2021,In-Transit,243,465,-3
1134,2156,3380,7/7/2021,5/17/2021,10/11/2021,In-Transit,414,484,7
1290,2424,3440,11/1/2021,3/25/2021,12/11/2021,Pending,415,120,5
1580,2740,3113,5/18/2021,5/8/2021,3/24/2021,Delivered,133,415,14
1024,2431,3390,2/22/2021,8/6/2021,7/29/2021,Pending,439,406,-2
1901,2496,3346,10/13/2021,3/17/2021,8/10/2021,Delivered,414,306,-4
1286,2817,3408,1/16/2021,2/21/2021,4/30/2021,Pending,390,416,8
1148,2782,3179,9/27/2021,1/20/2021,2/6/2021,In-Transit,388,170,0
1008,2777,3248,1/11/2021,7/1/2021,11/13/2021,Canceled,113,125,-2
1976,2379,3406,5/12/2021,9/28/2021,3/17/2021,Canceled,331,417,2
1582,2397,3081,5/24/2021,12/1/2021,10/22/2021,Canceled,12,245,20
1374,2993,3306,12/30/2021,7/18/2021,7/29/2021,In-Transit,427,283,1
1505,2361,3443,12/17/2021,5/21/2021,9/28/2021,Delivered,396,118,3
1421,2345,3490,8/17/2021,2/7/2021,3/8/2021,In-Transit,228,101,2
1269,2996,3296,3/8/2021,10/2/2021,2/24/2021,Delivered,159,177,-3
1412,2293,3458,2/18/2021,4/16/2021,9/1/2021,Pending,198,258,12
1772,2664,3197,10/28/2021,3/11/2021,2/27/2021,Canceled,421,439,5
1412,2383,3355,9/27/2021,10/12/2021,2/17/2021,In-Transit,63,354,9
1645,2915,3125,12/30/2021,3/28/2021,6/25/2021,Canceled,231,71,3
1394,2562,3084,6/25/2021,10/10/2021,12/16/2021,Pending,239,263,7
1449,2345,3396,4/27/2021,11/30/2021,12/10/2021,Canceled,11,199,6
1109,2390,3019,8/29/2021,12/11/2021,2/15/2021,Canceled,272,399,18
1526,2053,3337,3/15/2021,3/13/2021,11/12/2021,Pending,63,145,-2
1316,2148,3321,4/10/2021,10/26/2021,8/19/2021,Delivered,232,234,-5
1623,2531,3341,1/8/2021,9/2/2021,12/3/2021,In-Transit,141,57,8
1291,2093,3235,9/28/2021,7/23/2021,5/19/2021,Delivered,496,67,0
1657,2939,3369,8/17/2021,8/24/2021,9/19/2021,Canceled,111,79,-1
1801,2449,3063,11/27/2021,2/18/2021,1/6/2021,Canceled,459,403,15
1253,2968,3006,9/3/2021,9/22/2021,11/30/2021,In-Transit,100,339,2
1131,2952,3319,1/5/2021,3/1/2021,6/19/2021,Delivered,32,120,-2
1316,2447,3004,7/10/2021,10/16/2021,11/10/2021,Delivered,98,476,2
1892,2666,3426,7/28/2021,11/18/2021,4/14/2021,In-Transit,268,128,8
1852,2847,3312,10/19/2021,3/14/2021,6/23/2021,Canceled,207,241,7
1533,2726,3367,3/1/2021,5/19/2021,11/2/2021,In-Transit,56,349,20
1212,2691,3036,6/25/2021,6/6/2021,3/20/2021,Delivered,246,432,16
1303,2896,3175,8/18/2021,10/4/2021,6/10/2021,In-Transit,278,166,1
1232,2569,3363,9/3/2021,8/15/2021,9/25/2021,Pending,419,61,-2
1528,2971,3173,6/20/2021,12/9/2021,4/1/2021,In-Transit,324,307,7
1808,2127,3097,3/18/2021,5/4/2021,3/9/2021,Canceled,425,344,13
1703,2927,3171,6/12/2021,1/14/2021,6/21/2021,Delivered,120,328,-2
1684,2856,3277,7/7/2021,1/19/2021,4/17/2021,Pending,230,10,-4
1533,2174,3005,5/29/2021,2/21/2021,4/10/2021,In-Transit,123,469,10
1817,2559,3041,10/30/2021,9/6/2021,7/13/2021,Delivered,2,376,-4
1476,2118,3168,11/5/2021,10/13/2021,12/6/2021,Delivered,57,420,8
1754,2762,3185,8/28/2021,12/10/2021,3/26/2021,In-Transit,244,172,-3
1390,2459,3138,11/14/2021,12/4/2021,1/14/2021,Delivered,159,44,7
1828,2071,3273,12/26/2021,1/18/2021,12/19/2021,In-Transit,173,117,4
1292,2313,3202,1/31/2021,3/31/2021,3/29/2021,Pending,352,480,1
1744,2185,3066,12/30/2021,10/24/2021,12/7/2021,Canceled,155,440,15
1576,2701,3232,6/27/2021,3/9/2021,6/4/2021,In-Transit,118,309,16
1260,2309,3031,10/23/2021,10/17/2021,4/8/2021,Delivered,286,77,-3
1229,2045,3078,9/6/2021,2/28/2021,10/29/2021,Delivered,115,75,-2
1652,2055,3486,11/4/2021,11/21/2021,5/24/2021,In-Transit,186,116,3
1467,2869,3447,9/20/2021,5/11/2021,9/11/2021,In-Transit,464,394,12
1514,2170,3045,11/25/2021,3/15/2021,12/19/2021,Pending,174,123,-3
1733,2335,3391,11/11/2021,3/28/2021,12/15/2021,Canceled,188,172,-4
1504,2858,3247,6/20/2021,6/10/2021,4/14/2021,In-Transit,125,323,10
1784,2412,3129,5/17/2021,11/12/2021,5/17/2021,Pending,450,444,17
1607,2194,3397,8/25/2021,9/12/2021,11/28/2021,In-Transit,187,118,3
1874,2863,3069,10/11/2021,3/4/2021,3/15/2021,In-Transit,169,229,-4
1799,2621,3190,6/23/2021,3/15/2021,8/14/2021,In-Transit,485,16,7
1051,2807,3183,11/12/2021,6/29/2021,11/6/2021,In-Transit,350,79,16
1515,2769,3353,9/14/2021,10/15/2021,3/13/2021,Canceled,9,355,14
1215,2641,3286,12/30/2021,11/6/2021,12/5/2021,In-Transit,302,42,10
1273,2649,3397,2/27/2021,4/19/2021,1/24/2021,Canceled,389,451,4
1072,2737,3258,1/11/2021,1/24/2021,6/24/2021,Pending,263,282,14
1201,2420,3285,8/20/2021,12/22/2021,4/18/2021,Pending,312,145,16
1255,2588,3186,7/3/2021,7/18/2021,2/18/2021,Canceled,137,5,19
1044,2164,3411,7/8/2021,4/23/2021,6/12/2021,In-Transit,401,206,17
1023,2866,3013,9/13/2021,5/11/2021,4/29/2021,Canceled,352,132,-5
1450,2773,3368,10/4/2021,1/11/2021,9/17/2021,Delivered,111,290,1
1219,2001,3344,2/6/2021,1/17/2021,3/10/2021,Delivered,225,424,19
1918,2935,3430,9/11/2021,11/12/2021,5/6/2021,In-Transit,363,26,14
1827,2973,3037,12/17/2021,9/4/2021,5/3/2021,Pending,494,468,-3
1422,2724,3135,5/22/2021,12/6/2021,4/28/2021,Canceled,205,138,3
1376,2862,3270,2/14/2021,4/21/2021,9/19/2021,In-Transit,223,356,20
1545,2247,3470,10/28/2021,6/28/2021,4/14/2021,In-Transit,72,246,1
1941,2014,3006,6/20/2021,11/21/2021,12/30/2021,In-Transit,269,107,0
1742,2516,3399,9/14/2021,5/2/2021,8/28/2021,Pending,339,67,-2
1473,2449,3494,12/17/2021,6/2/2021,2/16/2021,Pending,83,138,11
1898,2934,3229,4/25/2021,5/11/2021,2/8/2021,Canceled,217,128,4
1949,2371,3473,12/13/2021,6/26/2021,7/3/2021,Pending,377,179,20
1544,2680,3249,8/24/2021,8/9/2021,9/14/2021,Canceled,484,279,-5
1553,2214,3357,12/25/2021,8/22/2021,5/6/2021,Pending,196,262,15
1569,2949,3457,9/20/2021,10/17/2021,4/18/2021,In-Transit,184,488,0
1636,2750,3248,10/10/2021,12/22/2021,5/21/2021,Delivered,334,2,8
1265,2461,3304,4/10/2021,5/15/2021,3/4/2021,In-Transit,110,360,3
1531,2474,3410,6/5/2021,2/3/2021,7/10/2021,Canceled,48,430,14
1138,2178,3401,7/13/2021,7/3/2021,1/19/2021,Delivered,124,49,11
1579,2742,3212,1/10/2021,7/12/2021,7/11/2021,Canceled,383,385,16
1421,2837,3099,11/6/2021,10/18/2021,2/23/2021,Delivered,374,149,12
1374,2021,3222,5/16/2021,12/24/2021,10/7/2021,In-Transit,386,494,18
1987,2386,3212,5/1/2021,5/23/2021,5/21/2021,In-Transit,469,481,-3
1419,2895,3410,11/9/2021,4/12/2021,2/11/2021,Canceled,457,355,-3
1996,2769,3284,11/29/2021,6/21/2021,12/23/2021,Canceled,114,90,-3
1047,2894,3068,12/20/2021,11/17/2021,4/9/2021,Pending,313,116,2
1465,2810,3351,4/4/2021,10/27/2021,11/18/2021,Delivered,59,268,7
1587,2994,3382,8/31/2021,12/28/2021,5/27/2021,Delivered,71,120,13
1486,2643,3311,9/8/2021,2/16/2021,4/4/2021,Pending,412,454,9
1556,2508,3241,6/8/2021,12/11/2021,9/12/2021,Delivered,211,228,11
1198,2543,3297,1/26/2021,4/14/2021,8/1/2021,In-Transit,60,492,15
1107,2163,3394,10/21/2021,8/7/2021,9/4/2021,Pending,228,197,-4
1327,2310,3015,2/21/2021,10/25/2021,9/5/2021,Canceled,164,399,-4
1243,2401,3264,12/25/2021,4/17/2021,1/14/2021,In-Transit,498,465,-2
1641,2657,3075,10/26/2021,10/15/2021,12/6/2021,In-Transit,233,144,13
1955,2420,3162,3/28/2021,7/5/2021,10/9/2021,Pending,142,411,14
1048,2182,3246,9/21/2021,6/10/2021,6/20/2021,Canceled,179,90,20
1516,2171,3317,9/21/2021,1/21/2021,6/5/2021,Canceled,125,46,-2
1052,2647,3023,6/2/2021,6/1/2021,12/23/2021,Canceled,462,282,17
1596,2447,3031,4/6/2021,6/8/2021,9/22/2021,Delivered,219,216,17
1049,2726,3078,8/22/2021,8/16/2021,9/25/2021,Canceled,406,408,9
1019,2333,3215,9/3/2021,4/26/2021,6/23/2021,In-Transit,127,391,20
1379,2025,3127,7/12/2021,11/2/2021,3/15/2021,Delivered,86,209,1
1110,2790,3404,3/8/2021,6/14/2021,10/5/2021,Pending,150,146,1
1845,2558,3450,7/13/2021,2/25/2021,10/11/2021,Canceled,98,349,17
1178,2448,3262,11/10/2021,4/5/2021,7/8/2021,Canceled,464,356,4
1582,2738,3276,4/22/2021,1/11/2021,2/15/2021,Pending,199,405,19
1401,2345,3046,6/30/2021,8/14/2021,2/25/2021,Canceled,81,381,20
1162,2586,3060,8/21/2021,8/21/2021,4/15/2021,Canceled,201,195,-4
1757,2006,3118,11/11/2021,5/28/2021,12/22/2021,Canceled,138,17,4
1380,2651,3261,3/29/2021,1/5/2021,3/28/2021,Canceled,267,38,13
1411,2465,3064,2/1/2021,7/16/2021,3/29/2021,Canceled,83,375,8
1930,2486,3001,10/17/2021,2/27/2021,7/14/2021,In-Transit,383,352,9
1836,2979,3095,3/27/2021,12/16/2021,6/28/2021,Delivered,432,358,6
1936,2569,3303,5/21/2021,3/15/2021,3/17/2021,Canceled,113,3,-5
1059,2260,3034,2/18/2021,9/8/2021,4/5/2021,In-Transit,495,245,20
1445,2233,3071,8/12/2021,7/20/2021,9/3/2021,Delivered,447,51,16
1111,2530,3020,6/3/2021,10/20/2021,5/2/2021,Pending,282,389,1
1651,2582,3458,11/17/2021,7/3/2021,4/22/2021,Canceled,23,436,3
1540,2432,3336,9/17/2021,2/4/2021,12/4/2021,Pending,342,34,2
1860,2100,3158,7/22/2021,1/24/2021,2/12/2021,In-Transit,256,120,17
1221,2675,3225,7/22/2021,1/28/2021,11/13/2021,In-Transit,273,377,8
1294,2548,3492,1/16/2021,10/10/2021,9/8/2021,Delivered,442,433,2
1733,2669,3091,5/16/2021,5/18/2021,12/12/2021,Delivered,252,439,-1
1301,2239,3033,2/22/2021,3/10/2021,12/6/2021,Delivered,189,386,12
1574,2211,3335,3/11/2021,9/1/2021,1/30/2021,Delivered,354,205,6
1891,2602,3232,7/6/2021,11/2/2021,2/24/2021,Delivered,457,382,-5
1693,2991,3483,5/2/2021,1/25/2021,1/23/2021,In-Transit,156,117,7
1192,2187,3074,4/19/2021,5/12/2021,1/27/2021,Delivered,327,239,14
1439,2726,3000,9/26/2021,6/25/2021,11/19/2021,Delivered,115,334,10
1077,2603,3377,7/18/2021,7/4/2021,5/25/2021,Canceled,499,477,-1
1238,2978,3187,6/8/2021,9/23/2021,7/1/2021,Canceled,250,348,8
1085,2110,3134,11/15/2021,2/5/2021,4/22/2021,In-Transit,369,123,19
1950,2166,3066,5/29/2021,3/22/2021,3/2/2021,Pending,235,459,-2
1257,2284,3025,7/12/2021,7/31/2021,4/8/2021,Pending,324,153,7
1558,2569,3128,8/1/2021,11/9/2021,5/30/2021,Pending,143,48,17
1911,2558,3482,11/9/2021,10/12/2021,5/13/2021,Canceled,454,38,14
1415,2633,3048,2/5/2021,2/12/2021,6/25/2021,In-Transit,245,450,-1
1468,2728,3000,7/6/2021,6/3/2021,1/25/2021,In-Transit,245,149,17
1576,2591,3173,3/31/2021,10/27/2021,2/9/2021,In-Transit,479,273,0
1825,2443,3033,10/26/2021,2/27/2021,5/29/2021,Delivered,94,187,4
1646,2318,3187,11/4/2021,1/6/2021,11/6/2021,In-Transit,71,394,10
1892,2518,3225,9/27/2021,5/24/2021,3/7/2021,Canceled,214,44,11
1718,2827,3284,2/1/2021,8/2/2021,5/13/2021,Delivered,178,407,7
1217,2318,3296,3/1/2021,2/6/2021,6/2/2021,In-Transit,211,26,14
1183,2763,3419,8/14/2021,10/18/2021,5/1/2021,Canceled,447,100,19
1328,2138,3301,8/23/2021,3/28/2021,5/16/2021,In-Transit,393,377,6
1306,2313,3223,11/6/2021,10/25/2021,10/10/2021,Canceled,71,63,8
1084,2150,3079,3/10/2021,7/12/2021,11/21/2021,Pending,394,423,17
1736,2903,3105,10/26/2021,9/22/2021,4/4/2021,Canceled,352,168,-4
1337,2381,3244,12/21/2021,4/9/2021,9/5/2021,Pending,339,397,-3
1161,2475,3282,3/26/2021,8/18/2021,5/7/2021,Pending,268,432,16
1968,2353,3385,3/27/2021,5/14/2021,5/11/2021,Delivered,343,341,11
1663,2019,3436,3/16/2021,10/8/2021,10/19/2021,In-Transit,404,181,4
1646,2691,3445,5/3/2021,2/8/2021,9/19/2021,Pending,371,224,-4
1520,2222,3195,11/9/2021,11/27/2021,5/14/2021,Canceled,247,98,0
1312,2563,3290,1/27/2021,12/15/2021,9/17/2021,Pending,175,33,-1
1164,2602,3150,1/24/2021,7/30/2021,7/21/2021,In-Transit,334,266,1
1082,2294,3034,6/18/2021,8/2/2021,7/27/2021,Delivered,63,319,10
1140,2726,3294,7/18/2021,1/10/2021,3/31/2021,Pending,42,189,9
1098,2146,3403,7/19/2021,5/28/2021,4/27/2021,Pending,88,139,3
1454,2050,3330,9/17/2021,9/3/2021,10/21/2021,Pending,365,417,4
1658,2746,3228,9/10/2021,5/18/2021,10/8/2021,Canceled,12,217,20
1206,2457,3407,9/20/2021,11/26/2021,9/28/2021,Pending,474,447,13
1876,2343,3421,3/20/2021,10/2/2021,11/8/2021,Canceled,245,78,3
1783,2969,3059,2/4/2021,11/16/2021,5/26/2021,Pending,167,405,2
1160,2655,3474,2/24/2021,2/18/2021,9/25/2021,Canceled,232,402,-3
1710,2501,3104,10/1/2021,7/5/2021,1/4/2021,Canceled,174,256,0
1383,2818,3347,4/4/2021,2/11/2021,11/24/2021,In-Transit,119,466,20
1794,2555,3174,7/19/2021,3/20/2021,6/20/2021,Canceled,342,182,-2
1242,2473,3234,5/10/2021,3/10/2021,9/19/2021,Pending,430,157,6
1122,2829,3328,7/24/2021,10/23/2021,5/30/2021,Canceled,333,322,3
1912,2936,3427,10/2/2021,8/10/2021,3/24/2021,Delivered,360,406,1
1150,2833,3414,12/30/2021,7/13/2021,7/17/2021,Canceled,240,302,0
1824,2726,3132,8/25/2021,11/14/2021,11/13/2021,Delivered,353,17,13
1745,2804,3285,11/9/2021,9/11/2021,5/11/2021,Canceled,434,461,16
1236,2801,3379,8/26/2021,4/14/2021,10/2/2021,Delivered,161,273,0
1819,2708,3383,11/5/2021,6/17/2021,10/14/2021,In-Transit,152,359,-1
1566,2608,3177,4/20/2021,6/22/2021,9/6/2021,In-Transit,401,180,2
1067,2769,3305,4/15/2021,4/10/2021,11/19/2021,In-Transit,275,305,10
1491,2905,3489,3/16/2021,7/30/2021,7/20/2021,Delivered,147,379,14
1314,2043,3326,6/29/2021,6/15/2021,7/29/2021,In-Transit,58,196,-1
1097,2316,3324,9/1/2021,1/18/2021,1/23/2021,Delivered,396,244,15
1098,2675,3154,3/3/2021,10/13/2021,11/22/2021,Delivered,17,225,9
1621,2207,3466,7/30/2021,5/22/2021,5/17/2021,Canceled,384,478,2
1413,2056,3123,8/25/2021,9/30/2021,12/3/2021,In-Transit,287,55,-4
1570,2993,3039,10/12/2021,9/19/2021,11/2/2021,In-Transit,14,401,8
1824,2194,3464,4/30/2021,9/30/2021,6/24/2021,Pending,411,7,-2
1358,2723,3002,4/1/2021,7/12/2021,6/29/2021,Delivered,235,179,14
1762,2810,3112,2/14/2021,9/4/2021,9/25/2021,Delivered,118,375,0
1244,2753,3320,7/6/2021,5/22/2021,3/6/2021,In-Transit,327,284,-4
1212,2104,3361,11/25/2021,4/26/2021,1/30/2021,Pending,71,49,-5
1919,2643,3389,5/8/2021,3/19/2021,3/26/2021,Delivered,369,422,5
1406,2832,3223,3/29/2021,5/23/2021,7/5/2021,Delivered,3,229,6
1546,2349,3365,4/26/2021,10/12/2021,4/9/2021,Pending,249,475,11
1601,2500,3275,3/11/2021,9/16/2021,3/15/2021,Pending,360,193,14
1566,2830,3319,3/24/2021,2/7/2021,6/20/2021,In-Transit,275,46,10
1641,2664,3037,3/18/2021,5/7/2021,10/21/2021,Pending,291,16,10
1607,2164,3114,3/20/2021,5/5/2021,12/22/2021,Canceled,364,100,20
1825,2966,3115,10/22/2021,11/17/2021,5/22/2021,Canceled,215,94,0
1964,2247,3426,6/2/2021,1/4/2021,12/10/2021,Delivered,88,424,17
1786,2930,3174,3/2/2021,1/16/2021,3/7/2021,Delivered,462,110,2
1408,2605,3498,12/5/2021,1/18/2021,9/25/2021,Delivered,98,202,4
1534,2725,3023,6/14/2021,5/28/2021,5/2/2021,Canceled,475,61,9
1138,2571,3317,4/30/2021,6/3/2021,10/7/2021,Pending,320,135,4
1305,2780,3066,3/19/2021,9/3/2021,12/27/2021,Pending,32,264,4
1139,2976,3282,3/29/2021,4/24/2021,3/28/2021,Pending,199,55,9
1635,2757,3288,5/31/2021,1/10/2021,3/12/2021,In-Transit,453,379,17
1168,2210,3460,3/28/2021,8/9/2021,4/26/2021,Pending,120,488,-5
1370,2556,3184,12/13/2021,6/26/2021,4/30/2021,Delivered,249,18,5
1944,2868,3129,10/3/2021,9/15/2021,9/8/2021,Pending,468,427,-2
1047,2323,3303,7/22/2021,12/9/2021,12/1/2021,Pending,215,206,12
1399,2038,3469,1/21/2021,7/1/2021,3/8/2021,In-Transit,170,136,19
1697,2198,3321,9/10/2021,1/23/2021,6/10/2021,Canceled,286,106,18
1988,2835,3335,10/11/2021,2/4/2021,8/19/2021,In-Transit,12,138,-2
1372,2374,3244,1/24/2021,2/23/2021,6/6/2021,Canceled,317,142,4
1871,2776,3327,12/17/2021,9/20/2021,5/1/2021,Delivered,154,200,-2
1342,2293,3221,11/1/2021,1/7/2021,1/24/2021,Canceled,296,54,11
1308,2856,3030,2/20/2021,10/4/2021,3/22/2021,Canceled,376,99,18
1381,2230,3218,8/20/2021,6/14/2021,6/17/2021,Delivered,149,141,9
1243,2973,3360,5/25/2021,4/6/2021,7/10/2021,In-Transit,65,380,4
1994,2962,3355,3/10/2021,12/28/2021,1/29/2021,Pending,412,352,-2
1311,2029,3440,2/13/2021,8/11/2021,11/3/2021,Pending,380,68,-2
1372,2478,3090,12/4/2021,3/3/2021,6/27/2021,Delivered,160,383,-1
1608,2874,3102,10/14/2021,12/25/2021,11/22/2021,Pending,499,388,4
1727,2747,3005,12/16/2021,6/8/2021,4/4/2021,In-Transit,315,332,-1
1889,2131,3190,4/14/2021,6/17/2021,3/19/2021,Canceled,389,425,2
1380,2912,3415,12/1/2021,8/6/2021,7/31/2021,Delivered,91,194,-1
1010,2431,3111,10/27/2021,2/18/2021,6/27/2021,Canceled,128,451,-2
1630,2746,3378,8/21/2021,6/18/2021,8/9/2021,Pending,322,107,0
1313,2410,3057,11/15/2021,5/11/2021,2/12/2021,Canceled,247,84,6
1906,2980,3370,1/16/2021,12/17/2021,8/30/2021,Pending,487,241,17
1142,2063,3178,3/8/2021,8/23/2021,12/24/2021,In-Transit,269,331,0
1077,2077,3113,9/3/2021,3/11/2021,1/18/2021,Delivered,168,428,20
1317,2581,3193,2/18/2021,12/27/2021,3/27/2021,In-Transit,298,215,11
1881,2508,3141,6/9/2021,1/4/2021,7/20/2021,Pending,33,341,12
1957,2500,3046,1/1/2021,1/11/2021,9/2/2021,In-Transit,65,479,15
1976,2441,3466,7/27/2021,9/7/2021,11/1/2021,Pending,342,414,3
1765,2224,3431,8/20/2021,6/17/2021,6/21/2021,In-Transit,36,12,-3
1349,2107,3309,2/22/2021,12/29/2021,12/15/2021,Pending,335,157,11
1677,2176,3363,5/9/2021,5/5/2021,3/19/2021,In-Transit,120,467,8
1604,2487,3332,10/12/2021,4/21/2021,6/7/2021,Delivered,125,228,19
1303,2080,3027,10/12/2021,7/24/2021,12/7/2021,Pending,56,224,20
1285,2703,3227,3/12/2021,12/14/2021,6/18/2021,In-Transit,169,237,10
1453,2827,3025,12/26/2021,6/24/2021,11/15/2021,Pending,42,400,18
